# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
accel_large_reverse 2 100 0.03333333333333333 0 -1 0 0 0:0 | 1 -1.18886883e-05 -6.19345374e-05 1.40331049e-05 0.999396384 0.0347397849 6.1484141e-05 -0.0347397849 0.999396384 -0.00702413637 7.22100878 -124.8013 -0.00254240539 -0.0865212083 -41.2619286 -0.000428028405 -1.36151345e-06 -9.44872809e-05 0.715287268 0.715239346 0.729387343 0.729341865 0 0 0 0 0 55 1 1 1 0 0 0 -41.2687492 0 1 0 | 1 -1.18886883e-05 -6.19345374e-05 1.40331049e-05 0.999396384 0.0347397849 6.1484141e-05 -0.0347397849 0.999396384 -0.00702413637 7.22100878 -124.8013 -0.00254432997 1.00610483 -41.2614861 -0.000342741609 -1.70025487e-06 3.36754674e-05 0.715150535 0.715239346 0.729387343 0.729341865 1 0 0 0 0 55 1 1 1 0 0 0 -41.2715302 0 1 0
accel_large_reverse 2 101 0.03333333333333333 0 -1 0 0 0:0 | 1 -1.07668802e-05 -6.1877734e-05 1.29092978e-05 0.999396801 0.0347283669 6.14664896e-05 -0.0347283669 0.999396801 -0.00710894726 7.22121239 -126.176682 -0.00254432997 0.00610482693 -41.2614861 -0.000342741609 -1.70025487e-06 3.36754674e-05 0.715150535 0.715239346 0.729387343 0.729341865 1 0 0 0 0 55 1 1 1 0 0 0 -41.2715302 0 1 0 | 1 -1.07668802e-05 -6.1877734e-05 1.29092978e-05 0.999396801 0.0347283669 6.14664896e-05 -0.0347283669 0.999396801 -0.00710894726 7.22121239 -126.176682 -0.00254568527 1.08907068 -41.2608261 -0.000408276916 -1.85129534e-06 -7.0809665e-06 0.715150535 0.715177715 0.729387343 0.729341865 2 0 0 0 0 55 1 1 1 0 0 0 -41.2737579 0 1 0
accel_large_reverse 2 102 0.03333333333333333 0 -1 0 0 0:0 | 1 -1.10037536e-05 -6.18158738e-05 1.31430452e-05 0.999397278 0.0347147658 6.13966185e-05 -0.0347147658 0.999397278 -0.00719380332 7.22418118 -127.55204 -0.00254568527 0.0890706778 -41.2608261 -0.000408276916 -1.85129534e-06 -7.0809665e-06 0.715150535 0.715177715 0.729387343 0.729341865 2 0 0 0 0 55 1 1 1 0 0 0 -41.2737579 0 1 0 | 1 -1.10037536e-05 -6.18158738e-05 1.31430452e-05 0.999397278 0.0347147658 6.13966185e-05 -0.0347147658 0.999397278 -0.00719380332 7.22418118 -127.55204 -0.00254683383 1.0049901 -41.2610931 -0.000392645597 -1.96778046e-06 2.10788221e-05 0.715150535 0.715177715 0.729358852 0.729341865 3 0 0 0 0 55 1 1 1 0 0 0 -41.2711105 0 1 0
accel_large_reverse 2 103 0.03333333333333333 0 -1 0 0 0:0 | 1 -1.03019356e-05 -6.17501355e-05 1.24385642e-05 0.999397695 0.0347016826 6.13554512e-05 -0.0347016864 0.999397695 -0.00727869757 7.22434759 -128.927414 -0.00254683383 0.00499010086 -41.2610931 -0.000392645597 -1.96778046e-06 2.10788221e-05 0.715150535 0.715177715 0.729358852 0.729341865 3 0 0 0 0 55 1 1 1 0 0 0 -41.2711105 0 1 0 | 1 -1.03019356e-05 -6.17501355e-05 1.24385642e-05 0.999397695 0.0347016826 6.13554512e-05 -0.0347016864 0.999397695 -0.00727869757 7.22434759 -128.927414 -0.0025475265 0.929100752 -41.2615814 -0.000446759164 -1.99864917e-06 0.000108114902 0.715150535 0.715177715 0.729358852 0.729377151 0 0 0 0 0 55 1 1 1 0 0 0 -41.2689705 0 1 0
accel_large_reverse 2 104 0.03333333333333333 0 -1 0 0 0:0 | 1 -6.69902465e-06 -6.16833931e-05 8.83459325e-06 0.999398232 0.0346868038 6.14139062e-05 -0.0346868038 0.999398232 -0.00736361509 7.22198439 -130.302795 -0.0025475265 -0.0708992481 -41.2615814 -0.000446759164 -1.99864917e-06 0.000108114902 0.715150535 0.715177715 0.729358852 0.729377151 0 0 0 0 0 55 1 1 1 0 0 0 -41.2689705 0 1 0 | 1 -6.69902465e-06 -6.16833931e-05 8.83459325e-06 0.999398232 0.0346868038 6.14139062e-05 -0.0346868038 0.999398232 -0.00736361509 7.22198439 -130.302795 -0.00254746107 1.01869321 -41.261158 -0.000255562365 -1.77903439e-06 -5.79365515e-05 0.715259731 0.715177715 0.729358852 0.729377151 1 0 0 0 0 55 1 1 1 0 0 0 -41.2716637 0 1 0
accel_large_reverse 2 105 0.03333333333333333 0 -1 0 0 0:0 | 1 -8.63076821e-06 -6.16240286e-05 1.07625929e-05 0.99939853 0.0346782878 6.12876611e-05 -0.0346782915 0.99939853 -0.00744853029 7.22260761 -131.678162 -0.00254746107 0.0186932087 -41.261158 -0.000255562365 -1.77903439e-06 -5.79365515e-05 0.715259731 0.715177715 0.729358852 0.729377151 1 0 0 0 0 55 1 1 1 0 0 0 -41.2716637 0 1 0 | 1 -8.63076821e-06 -6.16240286e-05 1.07625929e-05 0.99939853 0.0346782878 6.12876611e-05 -0.0346782915 0.99939853 -0.00744853029 7.22260761 -131.678162 -0.00254715863 1.09848356 -41.2605247 0.000178813934 -1.76140747e-06 0.000136464136 0.715259731 0.715326846 0.729358852 0.729377151 2 0 0 0 0 55 1 1 1 0 0 0 -41.2737999 0 1 0
accel_large_reverse 2 106 0.03333333333333333 0 -1 0 0 0:0 | 1 -4.08159667e-06 -6.1565348e-05 6.21448862e-06 0.999398291 0.0346842483 6.13867378e-05 -0.0346842483 0.999398291 -0.00753343571 7.22589016 -133.053513 -0.00254715863 0.0984835625 -41.2605247 0.000178813934 -1.76140747e-06 0.000136464136 0.715259731 0.715326846 0.729358852 0.729377151 2 0 0 0 0 55 1 1 1 0 0 0 -41.2737999 0 1 0 | 1 -4.08159667e-06 -6.1565348e-05 6.21448862e-06 0.999398291 0.0346842483 6.13867378e-05 -0.0346842483 0.999398291 -0.00753343571 7.22589016 -133.053513 -0.00254657678 1.01152539 -41.2608299 0.000144399703 -1.44637806e-06 -5.76572602e-05 0.715259731 0.715326846 0.72952503 0.729377151 3 0 0 0 0 55 1 1 1 0 0 0 -41.2710876 0 1 0
accel_large_reverse 2 107 0.03333333333333333 0 -1 0 0 0:0 | 1 -6.00320936e-06 -6.15171593e-05 8.13356837e-06 0.999398172 0.0346890576 6.12718941e-05 -0.0346890613 0.999398172 -0.00761832157 7.22627449 -134.428879 -0.00254657678 0.0115253925 -41.2608299 0.000144399703 -1.44637806e-06 -5.76572602e-05 0.715259731 0.715326846 0.72952503 0.729377151 3 0 0 0 0 55 1 1 1 0 0 0 -41.2710876 0 1 0 | 1 -6.00320936e-06 -6.15171593e-05 8.13356837e-06 0.999398172 0.0346890576 6.12718941e-05 -0.0346890613 0.999398172 -0.00761832157 7.22627449 -134.428879 -0.00254595419 0.93286854 -41.261364 -0.000246927142 -1.36446602e-06 0.000180716641 0.715259731 0.715326846 0.72952503 0.729566455 0 0 0 0 0 55 1 1 1 0 0 0 -41.2688904 0 1 0
accel_large_reverse 2 108 0.03333333333333333 0 -1 0 0 0:0 | 1 2.01729993e-08 -6.14716555e-05 2.11172733e-06 0.99939841 0.0346808359 6.14353776e-05 -0.0346808359 0.99939841 -0.00770318694 7.22403669 -135.80426 -0.00254595419 -0.0671314597 -41.261364 -0.000246927142 -1.36446602e-06 0.000180716641 0.715259731 0.715326846 0.72952503 0.729566455 0 0 0 0 0 55 1 1 1 0 0 0 -41.2688904 0 1 0 | 1 2.01729993e-08 -6.14716555e-05 2.11172733e-06 0.99939841 0.0346808359 6.14353776e-05 -0.0346808359 0.99939841 -0.00770318694 7.22403669 -135.80426 -0.00254481612 1.01967776 -41.2609863 -8.15242529e-05 -9.08299171e-07 -8.62534071e-05 0.715467513 0.715326846 0.72952503 0.729566455 1 0 0 0 0 55 1 1 1 0 0 0 -41.2715263 0 1 0
accel_large_reverse 2 109 0.03333333333333333 0 -1 0 0 0:0 | 1 -2.85510714e-06 -6.14413802e-05 4.98406143e-06 0.99939853 0.0346781202 6.13054144e-05 -0.0346781202 0.99939853 -0.00778801413 7.22469282 -137.179626 -0.00254481612 0.0196777582 -41.2609863 -8.15242529e-05 -9.08299171e-07 -8.62534071e-05 0.715467513 0.715326846 0.72952503 0.729566455 1 0 0 0 0 55 1 1 1 0 0 0 -41.2715263 0 1 0 | 1 -2.85510714e-06 -6.14413802e-05 4.98406143e-06 0.99939853 0.0346781202 6.13054144e-05 -0.0346781202 0.99939853 -0.00778801413 7.22469282 -137.179626 -0.00254374859 1.09699345 -41.2604027 0.000452406704 -7.95873234e-07 0.000159663672 0.715467513 0.71553421 0.72952503 0.729566455 2 0 0 0 0 55 1 1 1 0 0 0 -41.2736282 0 1 0
accel_large_reverse 2 110 0.03333333333333333 0 -1 0 0 0:0 | 1 2.46794161e-06 -6.14148521e-05 -3.3577868e-07 0.999397993 0.0346931927 6.14634992e-05 -0.0346931927 0.999397993 -0.00787280593 7.22792578 -138.554977 -0.00254374859 0.0969934464 -41.2604027 0.000452406704 -7.95873234e-07 0.000159663672 0.715467513 0.71553421 0.72952503 0.729566455 2 0 0 0 0 55 1 1 1 0 0 0 -41.2736282 0 1 0 | 1 2.46794161e-06 -6.14148521e-05 -3.3577868e-07 0.999397993 0.0346931927 6.14634992e-05 -0.0346931927 0.999397993 -0.00787280593 7.22792578 -138.554977 -0.00254250551 1.00797176 -41.2607536 0.000403404236 -3.66052689e-07 -7.8632751e-05 0.715467513 0.71553421 0.729731679 0.729566455 3 0 0 0 0 55 1 1 1 0 0 0 -41.2708855 0 1 0
accel_large_reverse 2 111 0.03333333333333333 0 -1 0 0 0:0 | 1 -1.52324304e-07 -6.14026358e-05 2.28331123e-06 0.999397516 0.0347066335 6.13603552e-05 -0.0347066335 0.999397516 -0.00795755628 7.22819138 -139.930328 -0.00254250551 0.00797176361 -41.2607536 0.000403404236 -3.66052689e-07 -7.8632751e-05 0.715467513 0.71553421 0.729731679 0.729566455 3 0 0 0 0 55 1 1 1 0 0 0 -41.2708855 0 1 0 | 1 -1.52324304e-07 -6.14026358e-05 2.28331123e-06 0.999397516 0.0347066335 6.13603552e-05 -0.0347066335 0.999397516 -0.00795755628 7.22819138 -139.930328 -0.00254150038 0.927630663 -41.2613297 -9.22381878e-06 -2.54190098e-07 0.000139502852 0.715467513 0.71553421 0.729731679 0.729760528 0 0 0 0 0 55 1 1 1 0 0 0 -41.2686653 0 1 0
accel_large_reverse 2 112 0.03333333333333333 0 -1 0 0 0:0 | 1 4.49775189e-06 -6.13941666e-05 -2.3642765e-06 0.999397576 0.0347063281 6.1513274e-05 -0.0347063281 0.999397576 -0.00804227311 7.22577906 -141.30571 -0.00254150038 -0.0723693371 -41.2613297 -9.22381878e-06 -2.54190098e-07 0.000139502852 0.715467513 0.71553421 0.729731679 0.729760528 0 0 0 0 0 55 1 1 1 0 0 0 -41.2686653 0 1 0 | 1 4.49775189e-06 -6.13941666e-05 -2.3642765e-06 0.999397576 0.0347063281 6.1513274e-05 -0.0347063281 0.999397576 -0.00804227311 7.22577906 -141.30571 -0.00254035043 1.01312208 -41.2609901 6.24060631e-05 1.30390092e-07 -6.33236195e-05 0.715637565 0.71553421 0.729731679 0.729760528 1 0 0 0 0 55 1 1 1 0 0 0 -41.2712936 0 1 0
accel_large_reverse 2 113 0.03333333333333333 0 -1 0 0 0:0 | 1 2.38709231e-06 -6.13984957e-05 -2.54609972e-07 0.999397457 0.0347084068 6.14443561e-05 -0.0347084068 0.999397457 -0.00812695175 7.22621632 -142.681076 -0.00254035043 0.0131220818 -41.2609901 6.24060631e-05 1.30390092e-07 -6.33236195e-05 0.715637565 0.71553421 0.729731679 0.729760528 1 0 0 0 0 55 1 1 1 0 0 0 -41.2712936 0 1 0 | 1 2.38709231e-06 -6.13984957e-05 -2.54609972e-07 0.999397457 0.0347084068 6.14443561e-05 -0.0347084068 0.999397457 -0.00812695175 7.22621632 -142.681076 -0.0025394191 1.08955526 -41.2604408 0.000405550003 2.46066236e-07 9.8336488e-05 0.715637565 0.715679467 0.729731679 0.729760528 2 0 0 0 0 55 1 1 1 0 0 0 -41.2733955 0 1 0
accel_large_reverse 2 114 0.03333333333333333 0 -1 0 0 0:0 | 1 5.66580547e-06 -6.14066448e-05 -3.53023233e-06 0.999397039 0.0347219184 6.15663448e-05 -0.0347219184 0.999397039 -0.00821159873 7.22920132 -144.056427 -0.0025394191 0.0895552635 -41.2604408 0.000405550003 2.46066236e-07 9.8336488e-05 0.715637565 0.715679467 0.729731679 0.729760528 2 0 0 0 0 55 1 1 1 0 0 0 -41.2733955 0 1 0 | 1 5.66580547e-06 -6.14066448e-05 -3.53023233e-06 0.999397039 0.0347219184 6.15663448e-05 -0.0347219184 0.999397039 -0.00821159873 7.22920132 -144.056427 -0.00253847847 0.999939144 -41.2608147 0.000370830297 5.41764564e-07 -5.44398645e-05 0.715637565 0.715679467 0.72986567 0.729760528 3 0 0 0 0 55 1 1 1 0 0 0 -41.2706566 0 1 0
accel_large_reverse 2 115 0.03333333333333333 0 -1 0 0 0:0 | 1 3.85190197e-06 -6.14246455e-05 -1.71603756e-06 0.999396563 0.0347342715 6.15213721e-05 -0.0347342715 0.999396563 -0.00829621498 7.22919941 -145.431793 -0.00253847847 -6.08563423e-05 -41.2608147 0.000370830297 5.41764564e-07 -5.44398645e-05 0.715637565 0.715679467 0.72986567 0.729760528 3 0 0 0 0 55 1 1 1 0 0 0 -41.2706566 0 1 0 | 1 3.85190197e-06 -6.14246455e-05 -1.71603756e-06 0.999396563 0.0347342715 6.15213721e-05 -0.0347342715 0.999396563 -0.00829621498 7.22919941 -145.431793 -0.00253783865 0.919368267 -41.2614136 0.000139698386 6.17969818e-07 4.87014004e-05 0.715637565 0.715679467 0.72986567 0.729866028 0 0 0 0 0 55 1 1 1 0 0 0 -41.2684479 0 1 0
accel_large_reverse 2 116 0.03333333333333333 0 -1 0 0 0:0 | 1 5.47556829e-06 -6.14452219e-05 -3.33772232e-06 0.999396443 0.0347389244 6.15983517e-05 -0.0347389244 0.999396443 -0.0083808098 7.22651148 -146.807175 -0.00253783865 -0.0806317329 -41.2614136 0.000139698386 6.17969818e-07 4.87014004e-05 0.715637565 0.715679467 0.72986567 0.729866028 0 0 0 0 0 55 1 1 1 0 0 0 -41.2684479 0 1 0 | 1 5.47556829e-06 -6.14452219e-05 -3.33772232e-06 0.999396443 0.0347389244 6.15983517e-05 -0.0347389244 0.999396443 -0.0083808098 7.22651148 -146.807175 -0.00253732759 1.00505531 -41.2610931 0.000120505691 7.77017704e-07 -1.9360059e-05 0.715704441 0.715679467 0.72986567 0.729866028 1 0 0 0 0 55 1 1 1 0 0 0 -41.2711029 0 1 0
accel_large_reverse 2 117 0.03333333333333333 0 -1 0 0 0:0 | 1 4.83047961e-06 -6.14711025e-05 -2.69187672e-06 0.999396265 0.0347429365 6.16018151e-05 -0.0347429365 0.999396265 -0.00846538693 7.2266798 -148.182541 -0.00253732759 0.00505530834 -41.2610931 0.000120505691 7.77017704e-07 -1.9360059e-05 0.715704441 0.715679467 0.72986567 0.729866028 1 0 0 0 0 55 1 1 1 0 0 0 -41.2711029 0 1 0 | 1 4.83047961e-06 -6.14711025e-05 -2.69187672e-06 0.999396265 0.0347429365 6.16018151e-05 -0.0347429365 0.999396265 -0.00846538693 7.2266798 -148.182541 -0.00253701536 1.08199263 -41.2605591 0.000185832381 8.40043754e-07 1.48015515e-05 0.715704441 0.715718389 0.72986567 0.729866028 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732391 0 1 0
accel_large_reverse 2 118 0.03333333333333333 0 -1 0 0 0:0 | 1 5.32424565e-06 -6.14990713e-05 -3.18399088e-06 0.999396086 0.0347491279 6.16469406e-05 -0.0347491279 0.999396086 -0.00854995381 7.22941303 -149.557892 -0.00253701536 0.0819926262 -41.2605591 0.000185832381 8.40043754e-07 1.48015515e-05 0.715704441 0.715718389 0.72986567 0.729866028 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732391 0 1 0 | 1 5.32424565e-06 -6.14990713e-05 -3.18399088e-06 0.999396086 0.0347491279 6.16469406e-05 -0.0347491279 0.999396086 -0.00854995381 7.22941303 -149.557892 -0.00253681862 0.992957175 -41.2609444 0.000176206231 9.14978841e-07 -1.39230679e-05 0.715704441 0.715718389 0.729892194 0.729866028 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705307 0 1 0
accel_large_reverse 2 119 0.03333333333333333 0 -1 0 0 0:0 | 1 4.8605043e-06 -6.15295357e-05 -2.71910903e-06 0.999395847 0.034754999 6.16612888e-05 -0.034754999 0.999395847 -0.00863451418 7.22917843 -150.933258 -0.00253681862 -0.00704282522 -41.2609444 0.000176206231 9.14978841e-07 -1.39230679e-05 0.715704441 0.715718389 0.729892194 0.729866028 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705307 0 1 0 | 1 4.8605043e-06 -6.15295357e-05 -2.71910903e-06 0.999395847 0.034754999 6.16612888e-05 -0.034754999 0.999395847 -0.00863451418 7.22917843 -150.933258 -0.00253682467 0.91315037 -41.2615433 0.000164479017 9.34019511e-07 -2.93559569e-05 0.715704441 0.715718389 0.729892194 0.729867876 0 0 0 0 0 55 1 1 1 0 0 0 -41.2683525 0 1 0
accel_large_reverse 2 120 0.03333333333333333 0 -1 0 0 0:0 | 1 3.88231001e-06 -6.15606477e-05 -1.7400863e-06 0.999395669 0.0347604789 6.1658393e-05 -0.0347604789 0.999395669 -0.00871907454 7.22628355 -152.30864 -0.00253682467 -0.0868496299 -41.2615433 0.000164479017 9.34019511e-07 -2.93559569e-05 0.715704441 0.715718389 0.729892194 0.729867876 0 0 0 0 0 55 1 1 1 0 0 0 -41.2683525 0 1 0 | 1 3.88231001e-06 -6.15606477e-05 -1.7400863e-06 0.999395669 0.0347604789 6.1658393e-05 -0.0347604789 0.999395669 -0.00871907454 7.22628355 -152.30864 -0.00253704586 0.999862432 -41.261219 9.91374254e-05 8.81500341e-07 1.65525362e-05 0.715677023 0.715718389 0.729892194 0.729867876 1 0 0 0 0 55 1 1 1 0 0 0 -41.2710381 0 1 0
accel_large_reverse 2 121 0.03333333333333333 0 -1 0 0 0:0 | 1 4.43426461e-06 -6.15900135e-05 -2.2904826e-06 0.999395549 0.0347637832 6.17069381e-05 -0.0347637832 0.999395549 -0.00880364235 7.22627878 -153.684021 -0.00253704586 -0.00013756752 -41.261219 9.91374254e-05 8.81500341e-07 1.65525362e-05 0.715677023 0.715718389 0.729892194 0.729867876 1 0 0 0 0 55 1 1 1 0 0 0 -41.2710381 0 1 0 | 1 4.43426461e-06 -6.15900135e-05 -2.2904826e-06 0.999395549 0.0347637832 6.17069381e-05 -0.0347637832 0.999395549 -0.00880364235 7.22627878 -153.684021 -0.00253735296 1.0779103 -41.2606735 -3.53008509e-05 8.83284542e-07 -4.29867141e-05 0.715677023 0.715674281 0.729892194 0.729867876 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732048 0 1 0
accel_large_reverse 2 122 0.03333333333333333 0 -1 0 0 0:0 | 1 3.00130182e-06 -6.16194593e-05 -8.57434657e-07 0.999395609 0.034762606 6.16865509e-05 -0.034762606 0.999395609 -0.00888822041 7.22887564 -155.059372 -0.00253735296 0.0779103041 -41.2606735 -3.53008509e-05 8.83284542e-07 -4.29867141e-05 0.715677023 0.715674281 0.729892194 0.729867876 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732048 0 1 0 | 1 3.00130182e-06 -6.16194593e-05 -8.57434657e-07 0.999395609 0.034762606 6.16865509e-05 -0.034762606 0.999395609 -0.00888822041 7.22887564 -155.059372 -0.00253781676 0.989899158 -41.2610435 -2.48625875e-05 7.88943169e-07 1.75707646e-05 0.715677023 0.715674281 0.729840696 0.729867876 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705193 0 1 0
accel_large_reverse 2 123 0.03333333333333333 0 -1 0 0 0:0 | 1 3.58694274e-06 -6.16457619e-05 -1.44185867e-06 0.999395609 0.034761779 6.17331898e-05 -0.034761779 0.999395609 -0.00897281431 7.22853899 -156.434738 -0.00253781676 -0.0101008415 -41.2610435 -2.48625875e-05 7.88943169e-07 1.75707646e-05 0.715677023 0.715674281 0.729840696 0.729867876 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705193 0 1 0 | 1 3.58694274e-06 -6.16457619e-05 -1.44185867e-06 0.999395609 0.034761779 6.17331898e-05 -0.034761779 0.999395609 -0.00897281431 7.22853899 -156.434738 -0.00253833365 0.91110456 -41.261631 0.000103026628 7.65091613e-07 -6.30555078e-05 0.715677023 0.715674281 0.729840696 0.729805529 0 0 0 0 0 55 1 1 1 0 0 0 -41.268364 0 1 0
accel_large_reverse 2 124 0.03333333333333333 0 -1 0 0 0:0 | 1 1.48530432e-06 -6.16712568e-05 6.59607736e-07 0.99939549 0.03476521 6.16856123e-05 -0.03476521 0.99939549 -0.00905742496 7.22557592 -157.81012 -0.00253833365 -0.0888954401 -41.261631 0.000103026628 7.65091613e-07 -6.30555078e-05 0.715677023 0.715674281 0.729840696 0.729805529 0 0 0 0 0 55 1 1 1 0 0 0 -41.268364 0 1 0 | 1 1.48530432e-06 -6.16712568e-05 6.59607736e-07 0.99939549 0.03476521 6.16856123e-05 -0.03476521 0.99939549 -0.00905742496 7.22557592 -157.81012 -0.00253899698 0.998867154 -41.2612915 4.01809812e-05 6.09081326e-07 3.10332907e-05 0.715604842 0.715674281 0.729840696 0.729805529 1 0 0 0 0 55 1 1 1 0 0 0 -41.2710762 0 1 0
accel_large_reverse 2 125 0.03333333333333333 0 -1 0 0 0:0 | 1 2.51982988e-06 -6.16915568e-05 -3.73504093e-07 0.99939549 0.0347665474 6.174187e-05 -0.0347665474 0.99939543 -0.00914205797 7.22553825 -159.185501 -0.00253899698 -0.00113284588 -41.2612915 4.01809812e-05 6.09081326e-07 3.10332907e-05 0.715604842 0.715674281 0.729840696 0.729805529 1 0 0 0 0 55 1 1 1 0 0 0 -41.2710762 0 1 0 | 1 2.51982988e-06 -6.16915568e-05 -3.73504093e-07 0.99939549 0.0347665474 6.174187e-05 -0.0347665474 0.99939543 -0.00914205797 7.22553825 -159.185501 -0.00253963098 1.07787621 -41.2607307 -0.00015347451 5.74042872e-07 -5.79978005e-05 0.715604842 0.715600014 0.729840696 0.729805529 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732582 0 1 0
accel_large_reverse 2 126 0.03333333333333333 0 -1 0 0 0:0 | 1 5.86254259e-07 -6.17107071e-05 1.55925272e-06 0.999395609 0.0347614363 6.16937905e-05 -0.0347614363 0.999395609 -0.0092267124 7.22813416 -160.560852 -0.00253963098 0.0778762102 -41.2607307 -0.00015347451 5.74042872e-07 -5.79978005e-05 0.715604842 0.715600014 0.729840696 0.729805529 2 0 0 0 0 55 1 1 1 0 0 0 -41.2732582 0 1 0 | 1 5.86254259e-07 -6.17107071e-05 1.55925272e-06 0.999395609 0.0347614363 6.16937905e-05 -0.0347614363 0.999395609 -0.0092267124 7.22813416 -160.560852 -0.00254039257 0.990678608 -41.2610855 -0.000135980546 4.2177885e-07 2.84035559e-05 0.715604842 0.715600014 0.729765773 0.729805529 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705841 0 1 0
accel_large_reverse 2 127 0.03333333333333333 0 -1 0 0 0:0 | 1 1.53275994e-06 -6.17247715e-05 6.13528357e-07 0.999395788 0.0347569063 6.17407495e-05 -0.0347569063 0.999395788 -0.00931139197 7.22782326 -161.936218 -0.00254039257 -0.00932139158 -41.2610855 -0.000135980546 4.2177885e-07 2.84035559e-05 0.715604842 0.715600014 0.729765773 0.729805529 3 0 0 0 0 55 1 1 1 0 0 0 -41.2705841 0 1 0 | 1 1.53275994e-06 -6.17247715e-05 6.13528357e-07 0.999395788 0.0347569063 6.17407495e-05 -0.0347569063 0.999395788 -0.00931139197 7.22782326 -161.936218 -0.00254109781 0.912570953 -41.2616539 1.67116523e-05 3.83369894e-07 -5.40616165e-05 0.715604842 0.715600014 0.729765773 0.729733407 0 0 0 0 0 55 1 1 1 0 0 0 -41.2684402 0 1 0
accel_large_reverse 2 128 0.03333333333333333 0 -1 0 0 0:0 | 1 -2.69259687e-07 -6.17375481e-05 2.41493763e-06 0.999395788 0.0347574651 6.16908874e-05 -0.0347574651 0.999395788 -0.00939609483 7.22490883 -163.3116 -0.00254109781 -0.0874290466 -41.2616539 1.67116523e-05 3.83369894e-07 -5.40616165e-05 0.715604842 0.715600014 0.729765773 0.729733407 0 0 0 0 0 55 1 1 1 0 0 0 -41.2684402 0 1 0 | 1 -2.69259687e-07 -6.17375481e-05 2.41493763e-06 0.999395788 0.0347574651 6.16908874e-05 -0.0347574651 0.999395788 -0.00939609483 7.22490883 -163.3116 -0.00254182005 1.00090504 -41.2612991 -1.51246786e-05 2.3762928e-07 2.50952908e-05 0.715539336 0.715600014 0.729765773 0.729733407 1 0 0 0 0 55 1 1 1 0 0 0 -41.2711563 0 1 0
accel_large_reverse 2 129 0.03333333333333333 0 -1 0 0 0:0 | 1 5.67218933e-07 -6.17454716e-05 1.57920863e-06 0.999395788 0.0347569622 6.17278783e-05 -0.0347569622 0.999395788 -0.0094808219 7.22493887 -164.686981 -0.00254182005 0.000905036926 -41.2612991 -1.51246786e-05 2.3762928e-07 2.50952908e-05 0.715539336 0.715600014 0.729765773 0.729733407 1 0 0 0 0 55 1 1 1 0 0 0 -41.2711563 0 1 0 | 1 5.67218933e-07 -6.17454716e-05 1.57920863e-06 0.999395788 0.0347569622 6.17278783e-05 -0.0347569622 0.999395788 -0.0094808219 7.22493887 -164.686981 -0.00254245079 1.08033025 -41.2607231 -0.000153712928 1.96234126e-07 -3.98953598e-05 0.715539336 0.715542376 0.729765773 0.729733407 2 0 0 0 0 55 1 1 1 0 0 0 -41.2733421 0 1 0
accel_large_reverse 2 130 0.03333333333333333 0 -1 0 0 0:0 | 1 -7.62942648e-07 -6.17520127e-05 2.90847788e-06 0.999395967 0.0347518399 6.16881953e-05 -0.0347518399 0.999395967 -0.00956557039 7.22761631 -166.062332 -0.00254245079 0.0803302526 -41.2607231 -0.000153712928 1.96234126e-07 -3.98953598e-05 0.715539336 0.715542376 0.729765773 0.729733407 2 0 0 0 0 55 1 1 1 0 0 0 -41.2733421 0 1 0 | 1 -7.62942648e-07 -6.17520127e-05 2.90847788e-06 0.999395967 0.0347518399 6.16881953e-05 -0.0347518399 0.999395967 -0.00956557039 7.22761631 -166.062332 -0.00254315068 0.993433774 -41.2610664 -0.000140190125 7.99599107e-08 2.16100889e-05 0.715539336 0.715542376 0.72971189 0.729733407 3 0 0 0 0 55 1 1 1 0 0 0 -41.270668 0 1 0
